charge_id,order_id,ext_id,delivery_mode_id,amount,order_date
231754,931754,R51659789,1,1.5,2026-01-12
231755,931755,,1,0.0,2026-01-04
231756,931756,R56185558,1,2.0,2025-12-31
231757,931757,R52745958,1,0.0,2026-01-07
231758,931758,R55931585,1,2.0,2025-12-28
231759,931759,R54898335,1,0.0,2026-01-05
231760,931760,R55266480,1,2.0,2026-01-12
231761,931761,R53416024,1,1.5,2026-01-11
231762,931762,R51812292,1,0.0,2026-01-14
231763,931763,R58059442,1,0.0,2026-01-14
231764,931764,R55682841,1,2.0,2025-12-11
231765,931765,R54277088,1,0.0,2025-12-28
231766,931766,R51153987,1,0.0,2026-01-11
231767,931767,R54084127,1,2.0,2025-12-25
231768,931768,R56266963,1,2.0,2025-12-10
231769,931769,R57264036,1,1.5,2025-12-29
231770,931770,R59376846,1,0.0,2025-12-30
231771,931771,R59163723,1,0.0,2025-12-20
231772,931772,R54957997,1,0.0,2026-01-07
231773,931773,R59443184,1,0.0,2026-01-10
231774,931774,R56552678,1,0.0,2025-12-19
231775,931775,R54999959,1,0.0,2026-01-09
231776,931776,R51041061,1,0.0,2025-12-12
231777,931777,R56561260,1,0.0,2025-12-21
231778,931778,R57111677,1,0.0,2026-01-14
231779,931779,R54840847,1,1.5,2025-12-16
231780,931780,R53016147,1,1.5,2025-12-20
231781,931781,R51351383,1,2.0,2025-12-31
231782,931782,,1,2.0,2025-12-21
231783,931783,,1,2.0,2026-01-04
231784,931784,R56663507,1,0.0,2025-12-22
231785,931785,R52308879,1,0.0,2025-12-31
231786,931786,R53342196,1,0.0,2026-01-09
231787,931787,R55116151,1,0.0,2026-01-05
231788,931788,R53043809,1,1.5,2026-01-14
231789,931789,R59894151,1,1.5,2025-12-31
231790,931790,R55117511,1,1.5,2026-01-12
231791,931791,R54485652,1,0.0,2026-01-14
231792,931792,R59740278,1,2.0,2026-01-06
231793,931793,R53499603,1,2.0,2025-12-27
231794,931794,,1,0.0,2026-01-10
231795,931795,R59287884,1,0.0,2025-12-29
231796,931796,R55828792,1,0.0,2025-12-29
231797,931797,R53573709,1,0.0,2026-01-11
231798,931798,R53108911,1,0.0,2025-12-27
231799,931799,R59763917,1,2.0,2025-11-29
231800,931800,R52549664,1,2.0,2026-01-10
231801,931801,R53619818,1,0.0,2025-12-29
231802,931802,R59395303,1,0.0,2026-01-04
231803,931803,R57315193,1,0.0,2026-01-06
231804,931804,R52907656,1,0.0,2026-01-03
231805,931805,,1,0.0,2025-11-21
231806,931806,R58626524,1,2.0,2025-12-08
231807,931807,R56007520,1,2.0,2025-12-30
231808,931808,R57909659,1,1.5,2025-12-31
231809,931809,,1,1.5,2026-01-12
231810,931810,R57772826,1,1.5,2026-01-14
231811,931811,R55992674,1,0.0,2025-12-18
231812,931812,R56232012,1,0.0,2026-01-08
231813,931813,R55062073,1,0.0,2025-12-29
231814,931814,R56201908,1,0.0,2026-01-03
231815,931815,R54181058,1,2.0,2025-12-13
231816,931816,R58897135,1,0.0,2026-01-08
231817,931817,R57682313,1,0.0,2025-12-25
231818,931818,R54261351,1,0.0,2026-01-09
231819,931819,R52079215,1,0.0,2025-12-30
231820,931820,R54943419,1,0.0,2026-01-08
231821,931821,R58657864,1,0.0,2026-01-06
231822,931822,R55774312,1,2.0,2026-01-02
231823,931823,R56419111,1,2.0,2026-01-12
231824,931824,R51946874,1,2.0,2026-01-08
231825,931825,R53629770,1,0.0,2026-01-03
231826,931826,R54663556,1,0.0,2025-12-30
231827,931827,R54191134,1,2.0,2025-12-24
231828,931828,R53113624,1,0.0,2025-12-12
231829,931829,R58507746,1,0.0,2025-12-29
231830,931830,R52466487,1,2.0,2026-01-11
231831,931831,R54711705,1,0.0,2026-01-13
231832,931832,R59450406,1,0.0,2025-12-21
231833,931833,R55977617,1,1.5,2026-01-08
231834,931834,R54996817,1,0.0,2026-01-01
231835,931835,R54429390,1,0.0,2025-12-16
231836,931836,R51035132,1,0.0,2025-12-27
231837,931837,R56518829,1,0.0,2025-11-22
231838,931838,R54480135,1,0.0,2026-01-11
231839,931839,,1,2.0,2025-12-20
231840,931840,R52925768,1,2.0,2026-01-10
231841,931841,R51134103,1,0.0,2026-01-02
231842,931842,,1,2.0,2025-12-30
231843,931843,,1,0.0,2026-01-14
231844,931844,R57339100,1,0.0,2025-12-29
231845,931845,R55376130,1,0.0,2026-01-13
231846,931846,R54530468,1,0.0,2026-01-07
231847,931847,R59791646,1,0.0,2026-01-05
231848,931848,,1,0.0,2026-01-14
231849,931849,R53129418,1,0.0,2026-01-02
231850,931850,R51960494,1,2.0,2026-01-01
231851,931851,R54325515,1,1.5,2025-12-30
231852,931852,R57537166,1,0.0,2025-12-21
231853,931853,R58785224,1,0.0,2025-12-24
231854,931854,R55864490,1,0.0,2025-12-16
231855,931855,R51019271,1,0.0,2026-01-01
231856,931856,R56475785,1,0.0,2026-01-13
231857,931857,R57990920,1,2.0,2026-01-12
231858,931858,R54996817,1,0.0,2026-01-07
231859,931859,R54603961,1,0.0,2026-01-08
231860,931860,R54686917,1,0.0,2025-12-24
231861,931861,,1,0.0,2026-01-12
231862,931862,,1,0.0,2026-01-12
231863,931863,R51139821,1,2.0,2025-12-17
231864,931864,R54579776,1,0.0,2026-01-09
231865,931865,R56192723,1,2.0,2025-12-28
231866,931866,R54969979,1,2.0,2026-01-09
231867,931867,R56201908,1,0.0,2026-01-08
231868,931868,R51802886,1,0.0,2026-01-05
231869,931869,R54291264,1,0.0,2026-01-11
231870,931870,R52588963,1,2.0,2025-12-28
231871,931871,R54546540,1,2.0,2025-12-21
231872,931872,R54434773,1,0.0,2025-12-21
231873,931873,R56795503,1,0.0,2025-12-30
231874,931874,R54683919,1,0.0,2026-01-08
231875,931875,R55724927,1,0.0,2025-12-28
231876,931876,R51960092,1,0.0,2025-12-20
231877,931877,R57853407,1,2.0,2026-01-07
231878,931878,R51274011,1,0.0,2025-12-17
231879,931879,R59663596,1,0.0,2025-12-30
231880,931880,R58616103,1,0.0,2026-01-01
231881,931881,R56729845,1,0.0,2026-01-10
231882,931882,R57407679,1,1.5,2026-01-10
231883,931883,R55127865,1,2.0,2026-01-05
231884,931884,R52826184,1,2.0,2025-12-19
231885,931885,R51460487,1,0.0,2026-01-04
231886,931886,R53997148,1,0.0,2026-01-09
231887,931887,R55088633,1,1.5,2026-01-04
231888,931888,R57263902,1,0.0,2025-12-21
231889,931889,R52561445,1,0.0,2026-01-08
231890,931890,R51317735,1,0.0,2026-01-10
231891,931891,R58759545,1,2.0,2026-01-11
231892,931892,R58639196,1,2.0,2026-01-08
231893,931893,R56936895,1,0.0,2025-12-31
231894,931894,R52556943,1,1.5,2025-12-18
231895,931895,R57446499,1,0.0,2026-01-10
231896,931896,,1,0.0,2026-01-06
231897,931897,R57059505,1,0.0,2026-01-08
231898,931898,R57741295,1,0.0,2026-01-12
231899,931899,R53577387,1,0.0,2026-01-11
231900,931900,R56123521,1,0.0,2026-01-01
231901,931901,R59414986,1,0.0,2026-01-14
231902,931902,R53272515,1,2.0,2025-12-18
231903,931903,R57721468,1,1.5,2026-01-05
231904,931904,R58115215,1,0.0,2026-01-12
231905,931905,R51011637,1,2.0,2026-01-08
231906,931906,R59166922,1,1.5,2025-12-12
231907,931907,R56572294,1,0.0,2026-01-04
231908,931908,R59050529,1,1.5,2026-01-07
231909,931909,R56808299,1,2.0,2026-01-11
231910,931910,R53217144,1,0.0,2026-01-04
231911,931911,R56676504,1,0.0,2026-01-05
231912,931912,R58922881,1,0.0,2026-01-13
231913,931913,R51433927,1,2.0,2026-01-14
231914,931914,R58837818,1,0.0,2025-12-28
231915,931915,R52007772,1,0.0,2026-01-09
231916,931916,R54922654,1,0.0,2026-01-11
231917,931917,R51605165,1,2.0,2026-01-01
231918,931918,R53084602,1,0.0,2026-01-08
231919,931919,R51848928,1,0.0,2025-12-30
231920,931920,R51284700,1,0.0,2026-01-12
231921,931921,R54276954,1,2.0,2025-12-24
231922,931922,R59499245,1,0.0,2025-12-28
231923,931923,R52708220,1,0.0,2026-01-09
231924,931924,R53723080,1,2.0,2026-01-13
231925,931925,,1,0.0,2025-12-22
231926,931926,R57258864,1,2.0,2026-01-07
231927,931927,,1,0.0,2025-12-25
231928,931928,R51429368,1,2.0,2026-01-14
231929,931929,R59918805,1,1.5,2026-01-03
231930,931930,R54558656,1,0.0,2026-01-12
231931,931931,R58269902,1,0.0,2025-12-19
231932,931932,R57685512,1,2.0,2026-01-13
231933,931933,R58796536,1,0.0,2026-01-09
231934,931934,R56667386,1,2.0,2025-12-19
231935,931935,R59658548,1,2.0,2026-01-13
231936,931936,R52628051,1,0.0,2026-01-01
231937,931937,R53411733,1,0.0,2026-01-12
231938,931938,R54434773,1,0.0,2025-12-25
231939,931939,R58308243,1,1.5,2026-01-07
231940,931940,R55696729,1,2.0,2025-12-21
231941,931941,,1,0.0,2026-01-06
231942,931942,R57067062,1,2.0,2026-01-08
231943,931943,R57892706,1,2.0,2026-01-03
231944,931944,R58527218,1,2.0,2026-01-01
231945,931945,R51156104,1,0.0,2026-01-06
231946,931946,R52139490,1,0.0,2025-12-22
231947,931947,R54147879,1,0.0,2026-01-08
231948,931948,R54045106,1,2.0,2025-12-28
231949,931949,R55069017,1,1.5,2025-12-25
231950,931950,R58648056,1,2.0,2026-01-04
231951,931951,R59093295,1,0.0,2026-01-10
231952,931952,R56309662,1,2.0,2026-01-03
231953,931953,R58127542,1,2.0,2026-01-01
231954,931954,R57036134,1,1.5,2025-12-24
231955,931955,R53638553,1,0.0,2025-12-29
231956,931956,R56158596,1,0.0,2025-12-25
231957,931957,R51122322,1,0.0,2026-01-05
231958,931958,R55546477,1,2.0,2026-01-05
231959,931959,,1,2.0,2026-01-10
231960,931960,R54037606,1,2.0,2026-01-13
231961,931961,R52798120,1,0.0,2025-12-14
231962,931962,R59849536,1,1.5,2026-01-13
231963,931963,R59335564,1,0.0,2025-12-18
231964,931964,R57814711,1,0.0,2025-12-31
231965,931965,R53610834,1,0.0,2026-01-01
231966,931966,R58169849,1,0.0,2025-12-27
231967,931967,R59760105,1,2.0,2025-12-28
231968,931968,R53930877,1,0.0,2025-12-16
231969,931969,R59686947,1,0.0,2025-12-20
231970,931970,R57038787,1,0.0,2026-01-04
231971,931971,R58973291,1,0.0,2026-01-13
231972,931972,R56609074,1,2.0,2026-01-13
231973,931973,,1,0.0,2025-12-30
231974,931974,R59065442,1,2.0,2026-01-01
231975,931975,R59934609,1,2.0,2026-01-06
231976,931976,R54158243,1,1.5,2026-01-03
231977,931977,R58539009,1,1.5,2026-01-06
231978,931978,R54093054,1,0.0,2026-01-02
231979,931979,R52953631,1,2.0,2025-12-31
231980,931980,R51427328,1,0.0,2025-12-08
231981,931981,R56960668,1,0.0,2026-01-12
231982,931982,,1,1.5,2026-01-09
231983,931983,R51242058,1,0.0,2025-12-26
231984,931984,R57915454,1,0.0,2025-12-13
231985,931985,,1,2.0,2025-12-16
231986,931986,R59190695,1,1.5,2025-12-30
231987,931987,R55362031,1,0.0,2025-12-25
231988,931988,R54676831,1,0.0,2026-01-08
231989,931989,,1,2.0,2026-01-01
231990,931990,R56334393,1,1.5,2026-01-01
231991,931991,R52878912,1,0.0,2026-01-08
231992,931992,R57085375,1,0.0,2025-12-17
231993,931993,R56430490,1,2.0,2026-01-14
231994,931994,R53868495,1,0.0,2026-01-04
231995,931995,R56449637,1,0.0,2025-12-16
231996,931996,R58589141,1,0.0,2026-01-03
231997,931997,R58473552,1,0.0,2026-01-08
231998,931998,R59547193,1,1.5,2026-01-09
231999,931999,R53374139,1,0.0,2026-01-01
232000,932000,R56959375,1,0.0,2025-12-14
232001,932001,R55167921,1,2.0,2026-01-11
232002,932002,R53269661,1,0.0,2026-01-02
232003,932003,R57252590,1,0.0,2025-12-26
232004,932004,R54114241,1,2.0,2025-12-27
232005,932005,R58879425,1,0.0,2026-01-10
232006,932006,R52381625,1,2.0,2026-01-08
232007,932007,,1,0.0,2025-12-31
232008,932008,R56137476,1,2.0,2026-01-14
232009,932009,R55120174,1,2.0,2026-01-04
232010,932010,R58823374,1,0.0,2026-01-13
232011,932011,,1,0.0,2025-12-31
232012,932012,R51282516,1,0.0,2025-12-22
232013,932013,,1,0.0,2026-01-13
232014,932014,R58005354,1,2.0,2025-12-29
232015,932015,R56529796,1,0.0,2026-01-12
232016,932016,R53082629,1,0.0,2026-01-11
232017,932017,R53530588,1,0.0,2025-12-25
232018,932018,R52561981,1,2.0,2026-01-04
232019,932019,R51548826,1,0.0,2025-12-18
232020,932020,R56157360,1,0.0,2025-12-18
232021,932021,R52299004,1,0.0,2026-01-01
232022,932022,R54521608,1,2.0,2025-11-27
232023,932023,R58698935,1,1.5,2026-01-13
232024,932024,R53051902,1,0.0,2026-01-09
232025,932025,R57726037,1,0.0,2026-01-08
232026,932026,R57457610,1,0.0,2026-01-02
232027,932027,R53144944,1,0.0,2025-12-28
232028,932028,R53931500,1,0.0,2025-12-29
232029,932029,R53555664,1,0.0,2025-12-25
232030,932030,R57477839,1,0.0,2026-01-06
232031,932031,R58378872,1,0.0,2026-01-08
232032,932032,R52014706,1,0.0,2026-01-13
232033,932033,R51488561,1,0.0,2026-01-14
232034,932034,R53146994,1,2.0,2025-12-31
232035,932035,R57062560,1,0.0,2026-01-01
232036,932036,R59827947,1,0.0,2026-01-14
232037,932037,R58742381,1,2.0,2025-12-29
232038,932038,R52429027,1,0.0,2026-01-10
232039,932039,R51802417,1,0.0,2025-12-30
232040,932040,R57390448,1,0.0,2025-12-25
232041,932041,R52337566,1,0.0,2026-01-09
232042,932042,R55980759,1,1.5,2026-01-07
232043,932043,R51062583,1,0.0,2026-01-08
232044,932044,R53418898,1,2.0,2026-01-07
232045,932045,,1,0.0,2025-12-27
232046,932046,R51818690,1,2.0,2026-01-06
232047,932047,R57233664,1,0.0,2025-12-24
232048,932048,R51927258,1,0.0,2025-12-31
232049,932049,R51224492,1,0.0,2026-01-05
232050,932050,R57361982,1,0.0,2026-01-10
232051,932051,R53560558,1,0.0,2025-12-31
232052,932052,R58919069,1,0.0,2025-12-19
232053,932053,,1,0.0,2026-01-06
232054,932054,R53733769,1,2.0,2025-12-31
232055,932055,R59832171,1,1.5,2025-12-29
232056,932056,R54215252,1,2.0,2025-12-29
232057,932057,R54602668,1,2.0,2025-12-20
232058,932058,R56098043,1,0.0,2026-01-02
232059,932059,R51435421,1,0.0,2025-12-30
232060,932060,R56737191,1,1.5,2025-12-11
232061,932061,R53833286,1,0.0,2026-01-06
232062,932062,R51953828,1,0.0,2026-01-14
232063,932063,R55719075,1,1.5,2025-12-28
232064,932064,R55361897,1,0.0,2025-12-23
232065,932065,,1,1.5,2026-01-06
232066,932066,R52206374,1,2.0,2026-01-09
232067,932067,R58929892,1,0.0,2025-12-31
232068,932068,R54341999,1,0.0,2026-01-08
232069,932069,R51970436,1,0.0,2026-01-09
232070,932070,R59838636,1,2.0,2025-12-30
232071,932071,R59399393,1,0.0,2026-01-05
232072,932072,R55801150,1,0.0,2025-12-18
232073,932073,R59462053,1,0.0,2026-01-14
232074,932074,R52921343,1,0.0,2026-01-06
232075,932075,R51298732,1,0.0,2025-12-23
232076,932076,R53796707,1,0.0,2026-01-01
232077,932077,R52111369,1,0.0,2025-12-16
232078,932078,R56875059,1,0.0,2026-01-04
232079,932079,R51382502,1,0.0,2025-12-27
232080,932080,R57027830,1,0.0,2026-01-09
232081,932081,R56919118,1,0.0,2026-01-06
232082,932082,R53713741,1,2.0,2025-12-11
232083,932083,,1,0.0,2026-01-14
232084,932084,R51224693,1,0.0,2026-01-13
232085,932085,R58054193,1,0.0,2025-12-20
232086,932086,R51345722,1,1.5,2026-01-03
232087,932087,R51670411,1,2.0,2025-12-28
232088,932088,R54239293,1,0.0,2026-01-14
232089,932089,R55683588,1,0.0,2026-01-01
232090,932090,R51488561,1,0.0,2026-01-12
232091,932091,R58945706,1,0.0,2026-01-02
232092,932092,R58000795,1,0.0,2025-12-18
232093,932093,R55793449,1,2.0,2025-12-28
232094,932094,R53108854,1,0.0,2026-01-12
232095,932095,R54325046,1,0.0,2026-01-12
232096,932096,R52218778,1,0.0,2026-01-14
232097,932097,R55787587,1,0.0,2025-12-24
232098,932098,R59402994,1,0.0,2026-01-12
232099,932099,R59263920,1,0.0,2025-12-01
232100,932100,R58019051,1,2.0,2026-01-07
232101,932101,R51676886,1,0.0,2025-12-20
232102,932102,R56114795,1,1.5,2025-12-30
232103,932103,R53883207,1,0.0,2026-01-10
232104,932104,R57411290,1,2.0,2026-01-14
232105,932105,R54136644,1,2.0,2025-12-31
232106,932106,R56390243,1,0.0,2026-01-13
232107,932107,R51482632,1,0.0,2025-12-23
232108,932108,R53390834,1,0.0,2026-01-06
232109,932109,R51566469,1,0.0,2026-01-13
232110,932110,R58518981,1,0.0,2025-12-15
232111,932111,R58902930,1,1.5,2025-12-21
232112,932112,R56336232,1,0.0,2025-12-30
232113,932113,R55289017,1,0.0,2025-12-26
232114,932114,R53568058,1,1.5,2025-12-15
232115,932115,R53848668,1,0.0,2026-01-05
232116,932116,R57591656,1,0.0,2026-01-05
232117,932117,R51480314,1,2.0,2025-12-29
232118,932118,R59757921,1,0.0,2025-12-27
232119,932119,R54800734,1,1.5,2026-01-14
232120,932120,R58303962,1,0.0,2026-01-01
232121,932121,R57247083,1,0.0,2026-01-12
232122,932122,R58779094,1,2.0,2025-12-29
232123,932123,R57843733,1,2.0,2026-01-06
232124,932124,R56025498,1,2.0,2026-01-03
232125,932125,R59335641,1,1.5,2026-01-02
232126,932126,R51041061,1,1.5,2026-01-11
232127,932127,R52645349,1,0.0,2026-01-02
232128,932128,R52837285,1,1.5,2025-12-17
232129,932129,R56761041,1,0.0,2026-01-07
232130,932130,R56520266,1,0.0,2026-01-06
232131,932131,R54666544,1,0.0,2026-01-08
232132,932132,R59913968,1,1.5,2026-01-13
232133,932133,R59530498,1,0.0,2025-12-28
232134,932134,R54455548,1,0.0,2025-12-23
232135,932135,R56214369,1,2.0,2025-12-17
232136,932136,R53644060,1,0.0,2025-12-30
232137,932137,R58148250,1,0.0,2026-01-09
232138,932138,R57421031,1,0.0,2026-01-01
232139,932139,R59113189,1,0.0,2025-12-29
232140,932140,R51959268,1,1.5,2026-01-07
232141,932141,R51847635,1,1.5,2026-01-09
232142,932142,R58285840,1,1.5,2025-12-20
232143,932143,R56742574,1,1.5,2026-01-11
232144,932144,R51644531,1,2.0,2026-01-05
232145,932145,R51612444,1,0.0,2026-01-01
232146,932146,R55145575,1,0.0,2026-01-07
232147,932147,R58485678,1,0.0,2025-12-19
232148,932148,R53920322,1,1.5,2025-12-31
232149,932149,R54174104,1,2.0,2025-12-16
232150,932150,,1,0.0,2026-01-02
232151,932151,R52104013,1,2.0,2025-12-31
232152,932152,R52551225,1,0.0,2026-01-05
232153,932153,R58215958,1,0.0,2026-01-05
232154,932154,R52558169,1,0.0,2025-12-29
232155,932155,R52687723,1,1.5,2025-12-19
232156,932156,,1,0.0,2025-12-26
232157,932157,R57560182,1,0.0,2025-12-13
232158,932158,R52460702,1,1.5,2025-12-10
232159,932159,R51422692,1,1.5,2025-12-29
232160,932160,R51619599,1,2.0,2025-12-18
232161,932161,R51222097,1,2.0,2026-01-06
232162,932162,R58447873,1,0.0,2026-01-12
232163,932163,R54015404,1,0.0,2026-01-12
232164,932164,R55116975,1,0.0,2025-12-27
232165,932165,R59191519,1,0.0,2026-01-10
232166,932166,R51761949,1,0.0,2026-01-05
232167,932167,R54805571,1,0.0,2025-12-31
232168,932168,R57071209,1,0.0,2025-12-30
232169,932169,R51688399,1,2.0,2026-01-14
232170,932170,R51629541,1,0.0,2026-01-05
232171,932171,R55451529,1,0.0,2025-12-24
232172,932172,,1,0.0,2025-12-17
232173,932173,R57370899,1,0.0,2026-01-05
232174,932174,R59284752,1,2.0,2026-01-10
232175,932175,R59906545,1,1.5,2025-12-31
232176,932176,R56983617,1,2.0,2026-01-04
232177,932177,R54576443,1,0.0,2025-12-26
232178,932178,R58813767,1,2.0,2026-01-12
232179,932179,R54736225,1,0.0,2025-12-28
232180,932180,R58769976,1,0.0,2026-01-03
232181,932181,R52540258,1,1.5,2026-01-11
232182,932182,R56249588,1,0.0,2026-01-02
232183,932183,R51528597,1,2.0,2026-01-01
232184,932184,R53917458,1,0.0,2026-01-04
232185,932185,R54420262,1,1.5,2025-12-29
232186,932186,R51042910,1,2.0,2026-01-08
232187,932187,R59828627,1,0.0,2026-01-07
232188,932188,R59910625,1,2.0,2026-01-01
232189,932189,R51857108,1,0.0,2025-12-27
232190,932190,R54448115,1,2.0,2026-01-05
232191,932191,R55182355,1,0.0,2026-01-11
232192,932192,R56436141,1,1.5,2025-12-22
232193,932193,R55337779,1,0.0,2026-01-09
232194,932194,R53843161,1,0.0,2026-01-13
232195,932195,R52519483,1,2.0,2026-01-09
232196,932196,R55137874,1,0.0,2025-12-25
232197,932197,R53473589,1,0.0,2026-01-14
232198,932198,R55941795,1,0.0,2026-01-11
232199,932199,R55595105,1,2.0,2025-12-31
232200,932200,R51580568,1,2.0,2025-12-29
232201,932201,R59838847,1,0.0,2026-01-13
232202,932202,,1,1.5,2025-12-21
232203,932203,R57056497,1,0.0,2026-01-03
232204,932204,R54390637,1,0.0,2026-01-05
232205,932205,R53043809,1,0.0,2026-01-14
232206,932206,R59935557,1,0.0,2025-12-27
232207,932207,R52070221,1,0.0,2026-01-10
232208,932208,R56046005,1,0.0,2026-01-07
232209,932209,R57584300,1,2.0,2026-01-12
232210,932210,R56012970,1,0.0,2025-12-14
232211,932211,R59318946,1,0.0,2025-12-27
232212,932212,R57700971,1,2.0,2026-01-08
232213,932213,,1,1.5,2026-01-07
232214,932214,R53081738,1,0.0,2025-12-19
232215,932215,R58610318,1,2.0,2026-01-14
232216,932216,R59440598,1,0.0,2026-01-03
232217,932217,R53828851,1,0.0,2026-01-07
232218,932218,R55214432,1,2.0,2026-01-10
232219,932219,R57202458,1,2.0,2026-01-02
232220,932220,R51475266,1,0.0,2026-01-11
232221,932221,R55971698,1,2.0,2026-01-11
232222,932222,R51174705,1,0.0,2025-12-08
232223,932223,,1,0.0,2026-01-05
232224,932224,R51121096,1,0.0,2026-01-13
232225,932225,R59707588,1,0.0,2026-01-14
232226,932226,R53832117,1,0.0,2026-01-13
232227,932227,R54261763,1,0.0,2026-01-11
232228,932228,R56164860,1,1.5,2025-12-19
232229,932229,R57793189,1,0.0,2025-12-29
232230,932230,R57914027,1,0.0,2026-01-07
232231,932231,R52984348,1,0.0,2026-01-11
232232,932232,R57211117,1,0.0,2025-12-19
232233,932233,R59431939,1,0.0,2025-12-22
232234,932234,R58941884,1,1.5,2026-01-10
232235,932235,R56571001,1,2.0,2026-01-08
232236,932236,R54100410,1,0.0,2025-12-21
232237,932237,R54746847,1,0.0,2026-01-04
232238,932238,R53740234,1,0.0,2025-12-30
232239,932239,R58069039,1,2.0,2026-01-07
232240,932240,R54789556,1,0.0,2026-01-14
232241,932241,R51118433,1,0.0,2026-01-14
232242,932242,R53629157,1,0.0,2026-01-14
232243,932243,R58762409,1,0.0,2026-01-05
232244,932244,R58799534,1,0.0,2026-01-04
232245,932245,R57177670,1,0.0,2026-01-04
232246,932246,R51355262,1,0.0,2026-01-11
232247,932247,R56112956,1,0.0,2025-12-22
232248,932248,R57649268,1,1.5,2025-12-27
232249,932249,R58267785,1,2.0,2025-12-30
232250,932250,R53627442,1,2.0,2026-01-08
232251,932251,R56422176,1,1.5,2026-01-01
232252,932252,R53189837,1,1.5,2026-01-11
232253,932253,R58134563,1,0.0,2026-01-07
232254,932254,R54480269,1,2.0,2026-01-06
232255,932255,R53366582,1,2.0,2026-01-02
232256,932256,R56920421,1,2.0,2026-01-10
232257,932257,R59390744,1,0.0,2026-01-13
232258,932258,R57610649,1,1.5,2026-01-13
232259,932259,R51821544,1,0.0,2026-01-14
232260,932260,R55424557,1,2.0,2025-12-19
232261,932261,R52737242,1,2.0,2026-01-11
232262,932262,R55860132,1,2.0,2026-01-05
232263,932263,,1,0.0,2026-01-07
232264,932264,,1,0.0,2026-01-12
232265,932265,R54879744,1,2.0,2026-01-11
232266,932266,,1,0.0,2026-01-14
232267,932267,R55246921,1,2.0,2025-12-09
232268,932268,R54493065,1,0.0,2026-01-08
232269,932269,R56347534,1,0.0,2026-01-10
232270,932270,R53108911,1,2.0,2026-01-07
232271,932271,R57957339,1,0.0,2025-12-25
232272,932272,R52504570,1,0.0,2025-12-24
232273,932273,R56856180,1,0.0,2026-01-10
232274,932274,R51470362,1,2.0,2026-01-12
232275,932275,R55411617,1,2.0,2026-01-12
232276,932276,R57854700,1,1.5,2026-01-11
232277,932277,,1,2.0,2025-11-29
232278,932278,R55667784,1,2.0,2026-01-10
232279,932279,R58795109,1,0.0,2026-01-11
232280,932280,R59362881,1,2.0,2025-12-28
232281,932281,R59498009,1,0.0,2026-01-13
232282,932282,R57622162,1,0.0,2026-01-11
232283,932283,R59059647,1,0.0,2026-01-03
232284,932284,R51890890,1,0.0,2025-12-20
232285,932285,R53806170,1,1.5,2026-01-11
232286,932286,R56166900,1,0.0,2025-12-16
232287,932287,R56061598,1,0.0,2025-12-16
232288,932288,R53658916,1,2.0,2026-01-12
232289,932289,R55845899,1,2.0,2025-12-31
232290,932290,R55493481,1,0.0,2026-01-14
232291,932291,R55650888,1,0.0,2026-01-04
232292,932292,,1,0.0,2025-12-23
232293,932293,R55393371,1,0.0,2025-12-10
232294,932294,R54107354,1,2.0,2026-01-04
232295,932295,,1,2.0,2026-01-01
232296,932296,R53257401,1,2.0,2025-12-27
232297,932297,R59184431,1,0.0,2025-12-19
232298,932298,R55632508,1,2.0,2025-12-29
232299,932299,R55564455,1,0.0,2025-12-25
232300,932300,,1,0.0,2026-01-11
232301,932301,R54997296,1,2.0,2026-01-10
232302,932302,R51182741,1,0.0,2026-01-06
232303,932303,R56682912,1,1.5,2025-12-18
232304,932304,R58163786,1,0.0,2025-12-29
232305,932305,R51101748,1,0.0,2025-12-28
232306,932306,R55095788,1,1.5,2025-12-31
232307,932307,R56172072,1,0.0,2026-01-12
232308,932308,R55300597,1,2.0,2026-01-12
232309,932309,R59012245,1,0.0,2026-01-03
232310,932310,R51866025,1,0.0,2026-01-08
232311,932311,R51409407,1,0.0,2025-12-12
232312,932312,R51021177,1,2.0,2025-12-26
232313,932313,R55211166,1,2.0,2026-01-03
232314,932314,R57399509,1,1.5,2025-12-25
232315,932315,R53507974,1,2.0,2026-01-01
232316,932316,R58622578,1,0.0,2025-12-25
232317,932317,R52670492,1,0.0,2025-12-15
232318,932318,R53678331,1,0.0,2025-12-29
232319,932319,R57867295,1,2.0,2026-01-09
232320,932320,R55935263,1,0.0,2026-01-07
232321,932321,R54623433,1,0.0,2026-01-06
232322,932322,,1,0.0,2026-01-09
232323,932323,R52045979,1,1.5,2026-01-07
232324,932324,R54736848,1,2.0,2026-01-08
232325,932325,R54117708,1,1.5,2026-01-06
232326,932326,R51946060,1,0.0,2026-01-11
232327,932327,R51852137,1,0.0,2025-12-25
232328,932328,R51712919,1,0.0,2026-01-11
232329,932329,R53759304,1,0.0,2026-01-07
232330,932330,R55488242,1,0.0,2025-12-24
232331,932331,R58112773,1,0.0,2026-01-08
232332,932332,R51106240,1,0.0,2025-12-25
232333,932333,R59558773,1,0.0,2025-12-27
232334,932334,R54565064,1,0.0,2025-12-17
232335,932335,R55724458,1,1.5,2026-01-05
232336,932336,R59536149,1,0.0,2025-12-24
232337,932337,R55308901,1,1.5,2025-12-24
232338,932338,R53977197,1,0.0,2025-12-31
232339,932339,R58896723,1,2.0,2025-12-19
232340,932340,R55432258,1,2.0,2026-01-07
232341,932341,R59046161,1,1.5,2025-12-16
232342,932342,R59393263,1,0.0,2026-01-04
