ligne_id,vente_id,ext_id,session_id,famille,designation,quantite,total,vente_date
19104.0,409158.0,R58492277,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-10
19105.0,409158.0,R58492277,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-10
19411.0,409304.0,R55903243,,HEADWEAR,BONNET HIVER,1.0,22.5,2026-01-13
19412.0,409304.0,R55903243,,ACCESSORIES,PORTE-CLES METAL,1.0,5.6,2026-01-13
19479.0,409338.0,R56407397,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,34.5,2026-01-13
19480.0,409338.0,R56407397,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,48.3,2026-01-13
19481.0,409338.0,R56407397,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-01-13
19487.0,409343.0,R52957979,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,7.2,2026-01-13
19488.0,409343.0,R52957979,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,12.5,2026-01-13
19489.0,409343.0,R52957979,,ACCESSORIES,MUG CERAMIQUE,1.0,7.2,2026-01-13
19519.0,409358.0,R55120174,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,22.8,2026-01-13
19520.0,409358.0,R55120174,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,10.0,2026-01-13
19946.0,409576.0,R57932005,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,54.6,2026-01-15
19947.0,409576.0,R57932005,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,23.4,2026-01-15
19948.0,409576.0,R57932005,,MATCHWEAR,SHORT DE MATCH,1.0,33.0,2026-01-15
20071.0,409632.0,R57750413,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,6.0,2026-01-15
20148.0,409671.0,R52022551,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,19.5,2026-01-15
20149.0,409671.0,R52022551,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,34.5,2026-01-15
20150.0,409671.0,R52022551,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,14.0,2026-01-15
20448.0,409810.0,R52071514,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,54.0,2026-01-15
20449.0,409810.0,R52071514,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,137.2,2026-01-15
20758.0,409955.0,R59742395,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,38.5,2026-01-15
20759.0,409955.0,R59742395,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,49.0,2026-01-15
20760.0,409955.0,R59742395,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,19.5,2026-01-15
21032.0,410086.0,R58068560,,ACCESSORIES,MUG CERAMIQUE,1.0,7.2,2026-01-15
21033.0,410086.0,R58068560,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-01-15
21034.0,410086.0,R58068560,,FAN SEGMENT,HOODIE FAN CAPUCHE,3.0,103.5,2026-01-15
21219.0,410178.0,R52420244,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,10.5,2026-01-15
21220.0,410178.0,R52420244,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-01-15
21221.0,410178.0,R52420244,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-01-15
21756.0,410459.0,R53350855,1012.0,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,34.5,2026-01-18
21757.0,410459.0,R53350855,1012.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-18
21955.0,410564.0,R53727773,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,14.0,2026-01-19
21956.0,410564.0,R53727773,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,10.0,2026-01-19
22368.0,410757.0,R57750413,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,14.0,2026-01-22
22617.0,410876.0,R59698470,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,9.0,2026-01-22
22618.0,410876.0,R59698470,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,9.0,2026-01-22
23354.0,411231.0,R55903243,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2026-01-27
23355.0,411231.0,R55903243,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,17.5,2026-01-27
23371.0,411238.0,R51763721,,FAN SEGMENT,T-SHIRT FAN LOGO,3.0,52.5,2026-01-27
23423.0,411270.0,R57750413,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,3.0,117.0,2026-01-27
23424.0,411270.0,R57750413,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,23.4,2026-01-27
23425.0,411270.0,R57750413,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,68.6,2026-01-27
24703.0,411876.0,R52616682,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,78.0,2026-01-31
24969.0,412006.0,R57750413,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2026-02-01
25922.0,412485.0,R57993784,1017.0,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-02-05
25928.0,412489.0,R51890344,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,23.75,2026-02-05
25929.0,412489.0,R51890344,,ACCESSORIES,PORTE-CLES METAL,3.0,24.0,2026-02-05
25930.0,412489.0,R51890344,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-02-05
26384.0,412720.0,R56957201,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-02-05
26385.0,412720.0,R56957201,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-02-05
26386.0,412720.0,R56957201,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-02-05
27656.0,413326.0,R59549367,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-02-08
27720.0,413356.0,R58611075,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,25.0,2026-02-08
28006.0,413488.0,R54377697,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-02-15
28007.0,413488.0,R54377697,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-02-15
28087.0,413523.0,R54651765,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,13.5,2026-02-15
28869.0,413886.0,R59540651,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,180.0,2026-03-04
29300.0,414090.0,R54690729,1004.0,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,13.5,2026-03-10
29402.0,414143.0,R56407397,,FAN SEGMENT,ECHARPE SUPPORTER,2.0,36.0,2026-03-10
29403.0,414143.0,R56407397,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,65.55,2026-03-10
30786.0,414822.0,R57750413,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-03-12
30787.0,414822.0,R57750413,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2026-03-12
30788.0,414822.0,R57750413,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,10.8,2026-03-12
30789.0,414822.0,R57750413,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-03-12
30918.0,414896.0,R54127181,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,29.75,2026-03-12
31437.0,415152.0,R57750413,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2026-03-15
31454.0,415158.0,R56407397,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-03-15
32093.0,415475.0,R57932005,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2026-03-19
32094.0,415475.0,R57932005,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-03-19
32195.0,415523.0,R51763721,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,176.4,2026-03-19
32196.0,415523.0,R51763721,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,196.0,2026-03-19
32254.0,415553.0,R57750413,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,196.01,2026-03-19
32310.0,415581.0,R59517625,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-03-19
33048.0,415942.0,R54690729,1004.0,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-03-22
34171.0,416481.0,R55903243,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2026-04-02
34232.0,416510.0,R57750413,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,13.5,2026-04-02
34233.0,416510.0,R57750413,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,13.5,2026-04-02
34255.0,416519.0,R56407397,,MATCHWEAR,MAILLOT DOMICILE,2.0,162.0,2026-04-02
34256.0,416519.0,R56407397,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-04-02
34257.0,416519.0,R56407397,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-04-02
34258.0,416519.0,R56407397,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-04-02
34348.0,416563.0,R53373660,1029.0,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2026-04-02
34365.0,416570.0,R53419099,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,38.0,2026-04-02
35581.0,417165.0,R56698716,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-04-06
35591.0,417170.0,R53727773,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-04-06
35592.0,417170.0,R53727773,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,38.0,2026-04-06
35808.0,417269.0,R55903243,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-04-09
35902.0,417315.0,R56407397,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,93.1,2026-04-09
35903.0,417315.0,R56407397,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,10.8,2026-04-09
19445.0,409321.0,R52225444,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,68.6,2026-01-13
19446.0,409321.0,R52225444,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,49.0,2026-01-13
19555.0,409376.0,R51423439,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-13
19556.0,409376.0,R51423439,,ACCESSORIES,PORTE-CLES METAL,1.0,4.8,2026-01-13
20347.0,409764.0,R55718864,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-01-15
20348.0,409764.0,R55718864,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,68.6,2026-01-15
20349.0,409764.0,R55718864,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-01-15
20350.0,409764.0,R55718864,,ACCESSORIES,PORTE-CLES METAL,1.0,4.8,2026-01-15
20691.0,409926.0,R55192977,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,17.5,2026-01-15
20692.0,409926.0,R55192977,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-01-15
22019.0,410594.0,R52734100,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,14.0,2026-01-20
22627.0,410881.0,R52848262,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-01-22
23109.0,411109.0,R51332246,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,14.0,2026-01-25
23316.0,411214.0,R53455400,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,49.0,2026-01-27
23377.0,411242.0,R55682630,,MATCHWEAR,SHORT DE MATCH,1.0,38.5,2026-01-27
23378.0,411242.0,R55682630,,MATCHWEAR,SHORT DE MATCH,1.0,38.5,2026-01-27
23517.0,411317.0,R55718864,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-01-27
23518.0,411317.0,R55718864,,FAN SEGMENT,T-SHIRT FAN LOGO,2.0,42.0,2026-01-27
23519.0,411317.0,R55718864,,ACCESSORIES,MUG CERAMIQUE,1.0,6.0,2026-01-27
23520.0,411317.0,R55718864,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-01-27
23521.0,411317.0,R55718864,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,58.8,2026-01-27
24060.0,411563.0,R54082154,1018.0,FAN SEGMENT,HOODIE FAN CAPUCHE,2.0,69.0,2026-01-27
24061.0,411563.0,R54082154,1018.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,68.6,2026-01-27
24701.0,411874.0,R53925839,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,21.0,2026-01-31
25699.0,412365.0,R52225444,,HEADWEAR,BONNET HIVER,1.0,25.0,2026-02-05
26053.0,412552.0,R52467311,1005.0,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-02-05
28321.0,413624.0,R56153347,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-02-20
28322.0,413624.0,R56153347,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,180.0,2026-02-20
28323.0,413624.0,R56153347,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-02-20
28431.0,413680.0,R59438682,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-02-22
28432.0,413680.0,R59438682,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-02-22
28433.0,413680.0,R59438682,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-02-22
29330.0,414103.0,R55682630,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-03-10
29331.0,414103.0,R55682630,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-03-10
29332.0,414103.0,R55682630,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-03-10
29333.0,414103.0,R55682630,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,162.0,2026-03-10
29334.0,414103.0,R55682630,,MATCHWEAR,MAILLOT DOMICILE,1.0,81.0,2026-03-10
29364.0,414119.0,R52225444,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2026-03-10
29522.0,414202.0,R56202320,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-03-10
29523.0,414202.0,R56202320,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-03-10
30122.0,414493.0,R59916075,,ESSENTIALS,SWEAT ESSENTIEL CREW,2.0,110.0,2026-03-10
30254.0,414565.0,R59719379,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-03-10
30645.0,414755.0,R53455400,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,10.8,2026-03-12
30646.0,414755.0,R53455400,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2026-03-12
30647.0,414755.0,R53455400,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-03-12
30765.0,414810.0,R52225444,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2026-03-12
30766.0,414810.0,R52225444,,FAN SEGMENT,DRAPEAU TRIBUNE,2.0,27.0,2026-03-12
30911.0,414892.0,R56044377,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-03-12
31063.0,414965.0,R57441940,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-03-12
31669.0,415260.0,R52816041,1026.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,93.1,2026-03-15
31670.0,415260.0,R52816041,1026.0,MATCHWEAR,MAILLOT DOMICILE,1.0,80.0,2026-03-15
31671.0,415260.0,R52816041,1026.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-03-15
32016.0,415433.0,R59039083,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-03-18
32017.0,415433.0,R59039083,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,83.3,2026-03-18
32018.0,415433.0,R59039083,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-03-18
32019.0,415433.0,R59039083,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-03-18
32300.0,415576.0,R55718864,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-03-19
32301.0,415576.0,R55718864,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2026-03-19
32515.0,415685.0,R52878835,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-03-19
33007.0,415926.0,R53455400,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-03-22
33731.0,416273.0,R55923194,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-03-26
34131.0,416462.0,R53455400,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,171.0,2026-04-02
34132.0,416462.0,R53455400,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-04-02
34133.0,416462.0,R53455400,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2026-04-02
34363.0,416568.0,R58002021,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-04-02
34411.0,416594.0,R59509043,1029.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-04-02
34412.0,416594.0,R59509043,1029.0,MATCHWEAR,MAILLOT EXTERIEUR,2.0,180.0,2026-04-02
34413.0,416594.0,R59509043,1029.0,MATCHWEAR,MAILLOT COLLECTOR SIGNE,2.0,360.0,2026-04-02
34416.0,416596.0,R59696487,,FAN SEGMENT,T-SHIRT FAN LOGO,3.0,105.0,2026-04-02
35200.0,416976.0,R57409039,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-04-04
35870.0,417301.0,R52225444,,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2026-04-09
35871.0,417301.0,R52225444,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-04-09
35872.0,417301.0,R52225444,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-04-09
35984.0,417358.0,R51861734,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-04-09
35985.0,417358.0,R51861734,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-04-09
35986.0,417358.0,R51861734,,TRAINING,SHORT ENTRAINEMENT,2.0,70.0,2026-04-09
35987.0,417358.0,R51861734,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-04-09
36207.0,417449.0,R55152931,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-04-09
36208.0,417449.0,R55152931,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,33.25,2026-04-09
36259.0,417476.0,R52472215,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2026-04-09
36260.0,417476.0,R52472215,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-04-09
21649.0,410401.0,R58834140,,MATCHWEAR,SHORT DE MATCH,1.0,27.5,2026-01-18
21650.0,410401.0,R58834140,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,68.6,2026-01-18
21651.0,410401.0,R58834140,,MATCHWEAR,SHORT DE MATCH,1.0,38.5,2026-01-18
21820.0,410490.0,R56130388,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,3.0,147.0,2026-01-18
21821.0,410490.0,R56130388,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,34.5,2026-01-18
21860.0,410514.0,R54372180,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,24.5,2026-01-18
21861.0,410514.0,R54372180,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-18
21862.0,410514.0,R54372180,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-01-18
21862.0,410514.0,R54372180,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-01-18
23063.0,411090.0,R51550263,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,49.0,2026-01-24
23064.0,411090.0,R51550263,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,27.5,2026-01-24
23552.0,411330.0,R59140228,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-27
23553.0,411330.0,R59140228,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,34.5,2026-01-27
23857.0,411461.0,R51670823,,HEADWEAR,BONNET HIVER,2.0,25.0,2026-01-27
23858.0,411461.0,R51670823,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,31.5,2026-01-27
24552.0,411805.0,R54222665,,MATCHWEAR,SHORT DE MATCH,2.0,55.0,2026-01-30
24553.0,411805.0,R54222665,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-01-30
24554.0,411805.0,R54222665,,MATCHWEAR,MAILLOT DOMICILE,1.0,45.0,2026-01-30
24555.0,411805.0,R54222665,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-01-30
24556.0,411805.0,R54222665,,HEADWEAR,BONNET HIVER,1.0,25.0,2026-01-30
24557.0,411805.0,R54222665,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,34.5,2026-01-30
25434.0,412231.0,R52297711,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-02-02
25435.0,412231.0,R52297711,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2026-02-02
25494.0,412263.0,R51708139,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-02-04
25495.0,412263.0,R51708139,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-02-04
25496.0,412263.0,R51708139,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-02-04
25799.0,412420.0,R51956002,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,74.0,2026-02-05
25800.0,412420.0,R51956002,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-02-05
25857.0,412447.0,R55000572,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-02-05
25858.0,412448.0,R54429735,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2026-02-05
25859.0,412448.0,R54429735,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-02-05
25860.0,412448.0,R54429735,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-02-05
25861.0,412448.0,R54429735,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-02-05
26115.0,412583.0,R52943813,1026.0,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-02-05
26590.0,412821.0,R54332392,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-02-05
27504.0,413259.0,R58350071,,ACCESSORIES,PORTE-CLES METAL,3.0,20.4,2026-02-07
28053.0,413507.0,R53098701,,MATCHWEAR,MAILLOT DOMICILE,2.0,180.0,2026-02-15
28054.0,413507.0,R53098701,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2026-02-15
28055.0,413507.0,R53098701,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-02-15
29885.0,414374.0,R54540132,1024.0,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-03-10
29886.0,414374.0,R54540132,1024.0,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-03-10
29930.0,414398.0,R54056073,1001.0,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-03-10
29931.0,414398.0,R54056073,1001.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-03-10
29932.0,414398.0,R54056073,1001.0,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-03-10
29933.0,414398.0,R54056073,1001.0,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2026-03-10
29934.0,414398.0,R54056073,1001.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-03-10
30319.0,414593.0,R54163750,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,12.75,2026-03-10
30320.0,414593.0,R54163750,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-03-10
30837.0,414849.0,R53673216,1025.0,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-03-12
31565.0,415211.0,R54540132,1024.0,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-03-15
31664.0,415256.0,R59863836,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-03-15
31665.0,415256.0,R59863836,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-03-15
31687.0,415268.0,R54665261,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-03-15
34368.0,416573.0,R58183335,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-04-02
34369.0,416573.0,R58183335,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-04-02
36544.0,417612.0,R51376506,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-04-12
19572.0,409386.0,R54461678,1016.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-13
19573.0,409386.0,R54461678,1016.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,46.8,2026-01-13
20438.0,409805.0,R53602855,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,12.0,2026-01-15
20439.0,409805.0,R53602855,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,27.5,2026-01-15
21263.0,410199.0,R57984378,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,196.0,2026-01-16
21264.0,410199.0,R57984378,,MATCHWEAR,MAILLOT DOMICILE,1.0,45.0,2026-01-16
21265.0,410199.0,R57984378,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2026-01-16
21266.0,410199.0,R57984378,,MATCHWEAR,SHORT DE MATCH,1.0,33.0,2026-01-16
21267.0,410199.0,R57984378,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,19.5,2026-01-16
21766.0,410466.0,R52264676,1018.0,ESSENTIALS,SWEAT ESSENTIEL CREW,3.0,115.5,2026-01-18
21767.0,410466.0,R52264676,1018.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,19.5,2026-01-18
22342.0,410747.0,R51153920,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,27.3,2026-01-22
22343.0,410747.0,R51153920,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,12.5,2026-01-22
22457.0,410805.0,R59217466,,ACCESSORIES,MUG CERAMIQUE,1.0,7.2,2026-01-22
23636.0,411371.0,R59537318,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,14.0,2026-01-27
23637.0,411371.0,R59537318,,MATCHWEAR,MAILLOT DOMICILE,1.0,63.0,2026-01-27
23638.0,411371.0,R59537318,,ACCESSORIES,GOURDE ISOTHERME,1.0,13.2,2026-01-27
25085.0,412056.0,R58866006,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-02-01
25143.0,412085.0,R59536149,1017.0,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-02-01
25144.0,412085.0,R59536149,1017.0,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-02-01
