payment_id,order_id,ext_id,payment_type_id,amount,payment_date
418026,977184,R58161803,1,25.67,2026-05-24
418037,977191,R58716645,1,794.88,2026-05-15
418038,977192,R57776772,1,28.16,2026-06-01
418071,977211,R57054179,1,16.02,2026-05-23
418072,977212,R59117269,1,794.88,2026-06-01
418076,977215,R59886316,1,68.0,2026-05-23
418090,977223,R55554168,1,44.71,2026-05-28
418091,977224,R57483423,1,25.67,2026-05-12
418097,977230,R55639452,1,0.0,2026-05-24
418100,977232,R53810461,1,0.0,2026-04-27
418106,977236,R54589785,1,51.34,2026-05-26
418113,977241,R52826663,1,14.08,2026-05-26
418120,977245,R54456094,1,128.34,2026-05-17
418130,977251,R58588729,1,77.01,2026-06-02
418139,977256,R56091578,1,529.92,2026-05-29
418144,977259,R53425296,1,109.3,2026-05-26
418155,977265,R51808882,1,42.24,2026-05-22
418156,977266,R58663304,1,678.96,2026-05-28
418158,977268,,1,74.52,2026-05-20
418160,977270,R57413206,1,134.0,2026-06-02
418162,977272,R53905687,1,102.68,2026-06-01
418171,977277,R54324289,1,482.85,2026-05-26
418180,977282,R57547587,1,218.6,2026-05-26
418182,977283,R52227149,1,77.01,2026-05-27
418193,977290,R59957692,1,33.95,2026-06-03
418197,977292,R59015099,1,141.0,2026-05-18
418200,977294,R52896478,1,109.3,2026-05-21
418201,977295,R58195250,1,128.34,2026-06-01
418202,977296,R54221918,1,128.34,2026-05-19
418207,977300,R54384440,1,25.67,2026-05-25
418219,977310,R58055687,1,103.0,2026-05-11
418221,977312,R54014801,1,28.0,2026-05-25
418243,977323,R54187801,1,0.0,2026-05-21
418249,977328,R53831437,1,22.07,2026-05-17
418250,977329,,1,26.0,2026-05-23
418254,977333,R52283957,1,51.34,2026-05-20
418279,977348,R52275040,1,215.28,2026-05-20
418286,977354,,1,25.67,2026-06-03
418306,977366,R53911194,1,67.9,2026-05-31
418318,977372,R57242859,1,265.0,2026-06-02
418322,977374,R56953513,1,109.3,2026-05-30
418333,977379,R51936386,1,109.0,2026-05-06
418338,977382,R56369669,1,89.42,2026-05-13
418341,977384,R52658165,1,68.0,2026-05-30
418342,977385,R56818864,1,56.0,2026-05-14
418344,977386,R54257472,1,397.44,2026-05-28
418350,977390,R53209654,1,22.07,2026-05-30
418357,977393,R59462656,1,107.64,2026-05-16
418363,977397,R59898164,1,134.13,2026-04-24
418384,977410,R59817047,1,18.63,2026-06-01
418386,977412,R56944941,1,37.26,2026-05-17
418389,977413,R54279473,1,101.85,2026-05-09
418393,977416,R52259638,1,64.0,2026-05-16
418416,977432,,1,19.0,2026-05-06
418417,977433,R56497451,1,51.0,2026-05-24
418418,977434,R54120304,1,124.2,2026-05-11
418426,977440,R58339238,1,218.6,2026-05-19
418430,977442,R55478769,1,33.95,2026-05-29
418449,977452,R51842999,1,19.0,2026-05-28
418462,977461,R56821038,1,37.26,2026-05-22
418463,977462,R54035097,1,44.71,2026-05-27
418474,977468,R53964803,1,37.0,2026-05-10
418480,977471,R52057080,1,56.0,2026-05-24
418483,977473,R58733330,1,44.0,2026-05-09
418485,977475,R59826654,1,397.0,2026-05-24
418499,977485,R52310115,1,74.52,2026-05-30
418502,977486,,1,64.17,2026-05-24
418507,977490,R58202137,1,68.0,2026-06-03
418513,977494,R54992670,1,0.0,2026-05-24
418537,977510,R54313466,1,529.92,2026-05-29
418541,977512,R51740092,1,0.0,2026-05-22
418550,977516,R57429278,1,109.0,2026-05-27
418553,977517,R52168847,1,1357.92,2026-05-26
418555,977519,R52823531,1,94.0,2026-05-20
418568,977528,R54397169,1,101.85,2026-05-29
418572,977531,R54655788,1,33.95,2026-05-30
418581,977537,R54571395,1,89.42,2026-06-01
418593,977544,R52484887,1,422.0,2026-05-25
418594,977545,R55068672,1,28.16,2026-05-17
418598,977548,R57315528,1,56.32,2026-05-25
418609,977553,R52150045,1,49.68,2026-05-27
418610,977554,,1,89.42,2026-05-19
418620,977560,,1,58.0,2026-05-31
418633,977566,R59458643,1,67.9,2026-05-13
418636,977567,R59436786,1,44.0,2026-06-02
418642,977570,R59770459,1,546.48,2026-05-22
418646,977572,R54761090,1,44.71,2026-05-25
418653,977576,R53378631,1,794.88,2026-05-30
418659,977579,R55011472,1,68.0,2026-06-03
418674,977588,R59715969,1,34.0,2026-06-01
418682,977594,R52882245,1,67.9,2026-05-19
418689,977601,R58852530,1,74.52,2026-05-08
418704,977612,R56751769,1,132.48,2026-05-29
418708,977614,R57407890,1,67.9,2026-05-05
418713,977618,R53149647,1,135.8,2026-06-01
418714,977619,R58579869,1,496.8,2026-05-16
418719,977624,R58115972,1,109.0,2026-05-22
418724,977628,R53604627,1,679.0,2026-05-16
418725,977629,R59046573,1,58.4,2026-05-16
418731,977633,R57266699,1,633.42,2026-05-24
418737,977638,R52211278,1,497.0,2026-06-03
418738,977639,R56473611,1,103.0,2026-05-29
418741,977642,R52758074,1,135.8,2026-06-03
418754,977651,R51138528,1,370.28,2026-05-14
418756,977653,R58706157,1,51.34,2026-06-02
418760,977656,R55615411,1,33.95,2026-05-17
418762,977658,R53175192,1,29.2,2026-05-31
418765,977659,R56637828,1,7.74,2026-05-26
418766,977660,R54936140,1,136.0,2026-05-11
418770,977662,R57390927,1,25.67,2026-05-15
418771,977663,,1,0.0,2026-05-23
418776,977666,,1,14.08,2026-05-21
418779,977668,R52233145,1,215.0,2026-06-02
418787,977674,R54543140,1,67.9,2026-06-01
418794,977679,R58957276,1,102.0,2026-05-27
418800,977684,R51629742,1,248.4,2026-06-01
418843,977713,R52492712,1,25.67,2026-05-31
418854,977721,R55074946,1,37.26,2026-06-03
418867,977729,,1,14.0,2026-05-13
418871,977731,,1,64.08,2026-06-01
418877,977734,R58473820,1,32.04,2026-05-24
418888,977740,R57087971,1,67.9,2026-05-19
418895,977744,R55690465,1,430.56,2026-05-29
418901,977748,R59311734,1,134.1,2026-05-25
418902,977749,R58405097,1,77.0,2026-05-15
418910,977753,R56167647,1,427.24,2026-06-02
418918,977760,,1,37.26,2026-06-03
418922,977762,R54967192,1,89.42,2026-05-14
418927,977766,R51277200,1,94.0,2026-05-14
418931,977768,R55147960,1,163.95,2026-05-23
418939,977774,R53050485,1,66.21,2026-06-02
418979,977804,R52369030,1,51.34,2026-05-26
418980,977805,R51439109,1,74.52,2026-05-23
418981,977806,R51823383,1,26.0,2026-05-11
418990,977811,R53636091,1,37.0,2026-05-15
419001,977820,R56922997,1,0.0,2026-06-03
419014,977830,R55155661,1,132.48,2026-05-31
419019,977832,R52128389,1,163.95,2026-05-31
419027,977836,R54128943,1,47.0,2026-03-31
419037,977843,R55541573,1,76.9,2026-05-26
419041,977847,R54553695,1,1093.0,2026-05-22
419056,977855,R59214535,1,218.6,2026-05-26
419060,977858,R51719853,1,248.0,2026-06-03
419061,977859,R59465453,1,25.67,2026-05-28
419065,977861,R59621088,1,24.84,2026-05-30
419082,977873,R53902143,1,67.9,2026-05-31
419090,977878,R54837102,1,0.0,2026-06-03
419097,977883,R54071264,1,47.0,2026-05-09
419103,977887,R57224603,1,28.0,2026-06-02
419112,977892,R57930578,1,37.26,2026-05-29
419115,977894,R57537233,1,102.68,2026-05-26
419123,977899,R52999261,1,248.4,2026-05-24
419127,977902,R56514605,1,109.0,2026-05-27
419129,977903,R59214602,1,74.52,2026-05-30
419130,977904,R59197093,1,33.95,2026-05-19
419133,977905,R55623370,1,28.16,2026-05-15
419134,977906,,1,128.34,2026-05-26
419146,977912,R53869577,1,64.17,2026-06-01
419162,977923,R57415169,1,128.34,2026-05-25
419164,977925,R58577628,1,102.68,2026-06-03
419165,977926,R55185286,1,227.86,2026-05-21
419170,977930,R53940896,1,163.95,2026-05-03
419174,977932,R52124989,1,136.0,2026-05-24
419199,977951,R53952198,1,32.04,2026-05-19
419202,977952,R53534544,1,248.0,2026-05-29
419205,977954,R56445547,1,25.0,2026-05-30
419217,977961,R56335274,1,14.08,2026-06-01
419218,977962,R58999506,1,215.28,2026-05-31
419226,977967,R58116307,1,14.08,2026-05-29
419227,977968,R51701396,1,0.0,2026-05-29
419228,977969,R57499562,1,0.0,2026-05-31
419231,977971,R56619160,1,64.17,2026-05-18
419233,977973,R52979712,1,50.0,2026-06-01
419234,977974,R52489724,1,79.86,2026-05-24
419237,977975,R51169791,1,656.88,2026-06-02
419242,977978,,1,1313.76,2026-05-24
419255,977987,R52413434,1,386.0,2026-06-10
419258,977988,R51810999,1,79.86,2026-05-28
419269,977994,R53536517,1,824.32,2026-05-19
419280,977999,R59622458,1,386.4,2026-06-01
419284,978004,R54793646,1,0.0,2026-06-09
419285,978005,,1,158.43,2026-06-12
419291,978008,R55822662,1,208.65,2026-06-08
419292,978009,R59091044,1,58.0,2026-06-08
419295,978011,R54434227,1,120.0,2026-05-29
419298,978013,R59925950,1,394.25,2026-05-14
419303,978018,R54353301,1,119.79,2026-04-29
419308,978020,R54456151,1,288.0,2026-06-11
419311,978021,R52145141,1,386.4,2026-06-02
419313,978023,R53952955,1,39.93,2026-05-29
419315,978025,R54957049,1,40.0,2026-06-13
419320,978028,R54879945,1,1700.16,2026-06-02
419338,978041,R58853612,1,58.0,2026-05-27
419349,978048,R56455288,1,28.98,2026-06-02
419362,978056,R51093032,1,278.0,2026-05-18
419371,978061,R58485678,1,105.62,2026-05-24
419373,978063,R52623080,1,425.04,2026-06-04
419386,978071,R52697866,1,29.0,2026-06-04
419391,978075,R51786402,1,69.0,2026-05-01
419394,978077,R57695933,1,59.81,2026-05-29
419395,978078,R55092522,1,43.8,2026-05-22
419415,978089,R59269437,1,425.0,2026-05-31
419421,978093,R58885699,1,657.0,2026-05-27
419423,978095,R51673342,1,43.8,2026-06-04
419427,978098,R55522982,1,211.0,2026-05-20
419435,978102,R58803145,1,39.93,2026-05-30
419438,978104,R51899405,1,335.0,2026-06-05
419446,978110,R58736874,1,105.62,2026-05-20
419457,978119,R52997767,1,39.93,2026-05-31
419460,978121,R52127642,1,57.96,2026-05-27
419471,978129,R59702684,1,69.55,2026-06-02
419473,978131,R55871712,1,44.0,2026-06-09
419487,978139,,1,19.0,2026-06-02
419488,978140,R53713262,1,288.0,2026-05-19
419505,978153,R57628982,1,850.08,2026-06-11
419508,978155,R51758750,1,21.9,2026-06-05
419513,978157,R58617674,1,79.86,2026-06-02
419515,978158,R53358345,1,60.0,2026-06-10
419521,978162,R51425345,1,299.46,2026-05-10
419522,978163,R55696863,1,79.86,2026-06-03
419533,978170,R59675856,1,0.0,2026-05-30
419535,978172,R57597719,1,334.88,2026-05-23
419545,978181,R54506695,1,278.0,2026-05-22
419553,978187,R56201640,1,106.0,2026-06-09
419557,978190,R53937898,1,340.0,2026-05-12
419572,978200,R56645174,1,1275.12,2026-05-12
419582,978206,R55580393,1,159.72,2026-06-10
419592,978213,R55196176,1,56.49,2026-05-24
419606,978220,R54107910,1,158.43,2026-05-16
419610,978223,R57966534,1,52.81,2026-05-27
419622,978230,R56219695,1,44.0,2026-05-07
419626,978234,R58082736,1,57.96,2026-06-02
419634,978239,R57803687,1,80.0,2026-05-30
419652,978252,R51231158,1,211.24,2026-06-11
419655,978253,R54884715,1,170.02,2026-06-10
419664,978258,,1,57.96,2026-06-10
419665,978259,R51633219,1,502.32,2026-06-02
419674,978265,R54232483,1,80.0,2026-06-06
419687,978276,R51494882,1,115.92,2026-05-31
419704,978286,R55327780,1,50.0,2026-05-27
419706,978288,R54292480,1,52.81,2026-06-04
419714,978293,R58624283,1,69.55,2026-05-28
419721,978298,R57360143,1,80.0,2026-06-02
419724,978300,R54098504,1,106.0,2026-06-03
419743,978312,R53603066,1,105.62,2026-06-06
419756,978321,R54486811,1,105.62,2026-06-08
419759,978323,R52429985,1,158.0,2026-06-06
419761,978325,R59452235,1,656.88,2026-06-11
419765,978328,R57085998,1,21.9,2026-06-10
419767,978329,R52274149,1,0.0,2026-06-08
419770,978330,R52310929,1,40.0,2026-05-29
419774,978333,R59527778,1,206.08,2026-06-13
419781,978337,R58032125,1,28.98,2026-06-11
419786,978342,R54931705,1,105.62,2026-05-15
419797,978350,R51791440,1,139.1,2026-05-22
419809,978360,R54864553,1,158.43,2026-06-06
419811,978362,R58416955,1,158.0,2026-06-02
419814,978363,R57887869,1,105.62,2026-06-07
419816,978364,R57969944,1,80.0,2026-05-27
419821,978367,R58805731,1,28.98,2026-06-09
419825,978369,R51316308,1,105.62,2026-05-30
419833,978372,R55604511,1,116.0,2026-05-15
419845,978379,R59153915,1,199.64,2026-05-14
419848,978381,R53701002,1,199.64,2026-05-21
419854,978384,R53250725,1,87.6,2026-05-10
419859,978387,R51274135,1,53.0,2026-05-24
419862,978390,R57286851,1,79.86,2026-05-31
419866,978394,R54500421,1,18.83,2026-06-08
419886,978407,R58023198,1,86.0,2026-06-03
419889,978409,R56446160,1,21.9,2026-06-13
419892,978411,,1,0.0,2026-06-01
419894,978414,R57420830,1,115.92,2026-06-04
419901,978421,R59440253,1,139.1,2026-05-14
419904,978423,R51505581,1,255.03,2026-06-13
419905,978424,R59786732,1,159.72,2026-05-22
419910,978426,R54600072,1,87.0,2026-06-12
419933,978438,R51481339,1,4451.0,2026-05-23
419948,978449,R58430163,1,105.62,2026-05-24
419951,978450,R58248169,1,21.9,2026-05-20
419962,978456,,1,22.0,2026-06-02
419964,978457,R51733416,1,119.79,2026-06-06
419965,978458,R53841868,1,119.79,2026-05-19
419970,978461,R57481172,1,159.72,2026-05-31
419973,978463,R59737903,1,57.96,2026-05-28
419980,978467,R54269665,1,52.81,2026-06-12
419982,978468,R52807325,1,43.8,2026-06-10
419992,978474,R57085241,1,1313.76,2026-05-18
419995,978478,R59899122,1,57.96,2026-06-10
419996,978479,R58136000,1,182.0,2026-06-07
419998,978481,R59090374,1,106.0,2026-06-04
420012,978492,R53194731,1,45.41,2026-06-12
420039,978510,R55200745,1,119.79,2026-06-10
420045,978514,,1,69.55,2026-06-02
420049,978517,R52267875,1,79.86,2026-06-07
420052,978520,R52731236,1,170.02,2026-05-11
420069,978531,R59449783,1,502.32,2026-05-24
420070,978532,,1,52.81,2026-05-28
420071,978533,R55026998,1,211.24,2026-05-22
420080,978539,R56048869,1,105.62,2026-06-10
420087,978543,R54227435,1,211.24,2026-05-19
420088,978544,R52038010,1,206.08,2026-06-03
420093,978547,R57610649,1,79.86,2026-06-08
420106,978555,R53930944,1,0.0,2026-06-08
420107,978556,R59161482,1,39.93,2026-06-12
420114,978562,R56731339,1,211.24,2026-06-11
420118,978565,R54626498,1,105.62,2026-06-02
420121,978567,R58263494,1,824.0,2026-05-29
420124,978569,R56079586,1,211.24,2026-05-28
420128,978572,R54713142,1,105.62,2026-06-13
420138,978578,R53924201,1,49.84,2026-06-07
420143,978581,R56924846,1,255.03,2026-06-11
420149,978584,R58870374,1,39.93,2026-05-10
420153,978587,R51542974,1,119.62,2026-05-31
420154,978588,R58788634,1,69.55,2026-05-28
420177,978603,,1,77.28,2026-05-15
420181,978605,R55384645,1,85.01,2026-05-25
420184,978607,R54778867,1,115.92,2026-06-04
420186,978608,R58977783,1,68.68,2026-06-01
420203,978615,R55870141,1,57.96,2026-06-02
420208,978618,R52326666,1,43.8,2026-06-13
420211,978621,R51846610,1,28.98,2026-06-05
420217,978624,R55833696,1,199.64,2026-06-06
420220,978626,R59761465,1,53.0,2026-06-13
420221,978627,R54318293,1,79.86,2026-05-18
420224,978629,R57576944,1,28.98,2026-05-21
420225,978630,R52973860,1,206.08,2026-06-09
420228,978632,R58086883,1,57.96,2026-06-12
420230,978634,R51639972,1,1056.16,2026-05-29
420237,978639,R53361812,1,57.96,2026-05-09
420239,978641,R58582944,1,52.81,2026-05-21
420241,978642,R54957049,1,87.0,2026-05-31
420242,978643,R59094109,1,0.0,2026-05-12
420246,978645,R53591285,1,167.44,2026-06-10
420250,978648,R52536245,1,159.72,2026-06-06
420255,978652,R58103099,1,65.7,2026-05-29
420256,978653,R58538396,1,57.96,2026-06-03
420260,978656,R52485500,1,119.79,2026-05-21
420262,978657,,1,199.64,2026-06-06
420263,978658,R54992670,1,105.62,2026-05-29
420272,978665,R56964346,1,334.88,2026-05-19
420275,978667,R58913485,1,0.0,2026-05-30
420279,978670,R56108119,1,49.84,2026-06-07
420296,978680,R56981989,1,334.88,2026-05-31
420298,978682,R59878615,1,199.64,2026-05-18
420303,978685,R57452016,1,119.79,2026-06-07
420311,978692,R55490895,1,57.96,2026-06-12
420317,978696,,1,106.0,2026-06-08
420333,978708,R52906899,1,731.06,2026-05-31
420336,978710,R59409325,1,412.16,2026-06-07
420349,978716,R57461010,1,0.0,2026-05-26
420352,978718,R58355923,1,22.0,2026-05-24
420353,978719,R58588796,1,334.88,2026-06-10
420355,978721,,1,58.0,2026-06-05
420359,978723,,1,159.72,2026-06-06
420365,978726,R57137212,1,44.0,2026-05-29
420366,978727,R52561167,1,278.2,2026-06-13
420368,978729,R54229964,1,158.0,2026-06-06
420379,978737,R51731644,1,170.02,2026-06-13
420385,978741,R58279375,1,208.65,2026-05-19
420388,978743,R57543229,1,288.0,2026-05-30
420390,978744,R58937459,1,57.96,2026-05-22
420398,978748,R51778098,1,65.7,2026-05-18
420404,978751,R59573485,1,87.6,2026-06-11
420407,978754,R51022269,1,399.28,2026-05-26
420409,978756,R52267061,1,139.0,2026-05-16
420422,978764,,1,52.81,2026-06-01
420429,978768,R53951183,1,255.03,2026-05-31
420443,978777,R58706214,1,288.0,2026-05-17
420446,978779,R52833406,1,299.46,2026-05-24
420451,978784,R58916138,1,80.0,2026-06-01
420467,978794,,1,85.01,2026-05-27
420472,978798,R56276282,1,116.0,2026-05-31
420473,978799,R52276189,1,386.4,2026-05-25
420480,978804,R59557604,1,0.0,2026-05-25
420482,978806,R59887887,1,0.0,2026-05-17
420486,978808,R54902693,1,158.43,2026-05-07
420488,978809,R55679632,1,211.24,2026-06-06
420495,978813,R59030970,1,86.94,2026-06-07
420496,978814,R56753685,1,335.0,2026-05-09
420497,978815,R52433395,1,206.08,2026-06-11
420506,978819,R58585932,1,86.94,2026-06-13
420508,978821,R51738109,1,139.0,2026-06-06
420514,978827,R56952766,1,24.92,2026-06-10
420519,978829,R58204723,1,119.79,2026-06-10
420525,978834,R53126631,1,502.0,2026-06-09
420528,978837,R54721657,1,59.81,2026-06-12
420534,978840,R55620851,1,39.93,2026-06-11
420539,978843,R55259114,1,200.0,2026-06-10
420542,978844,R51096777,1,208.65,2026-05-15
420560,978855,R55284994,1,0.0,2026-05-23
420564,978859,R57795708,1,211.0,2026-05-27
420568,978862,R57772558,1,160.0,2026-06-02
420580,978868,R57200006,1,255.0,2026-05-28
420583,978870,R53638352,1,34.34,2026-04-22
420584,978871,R55690867,1,68.68,2026-06-09
420585,978872,R51274135,1,39.93,2026-06-06
420601,978883,R57193608,1,208.65,2026-06-03
420604,978884,R52211288,1,79.86,2026-05-27
420611,978887,R55754083,1,167.44,2026-06-10
420614,978889,R56115207,1,0.0,2026-06-04
420622,978893,R57284543,1,824.32,2026-05-23
420623,978894,R56255862,1,105.62,2026-06-03
420637,978904,R52414995,1,79.86,2026-05-25
420639,978905,R51797101,1,0.0,2026-06-08
420642,978908,R57082799,1,618.24,2026-06-04
420647,978911,R51776058,1,167.44,2026-06-11
420649,978912,,1,425.0,2026-06-13
420651,978914,R57570603,1,824.0,2026-05-13
420652,978915,R54782334,1,69.55,2026-06-04
420654,978917,R58695257,1,12.04,2026-06-07
420659,978921,R52775784,1,120.0,2026-05-29
420660,978922,R53716816,1,158.43,2026-06-09
420664,978924,R58426696,1,79.86,2026-05-18
420671,978928,R51394015,1,200.0,2026-05-24
420672,978929,R51522333,1,86.94,2026-06-10
420678,978934,R51697048,1,52.81,2026-06-01
420682,978938,R52488086,1,70.0,2026-05-16
420688,978942,R58525044,1,334.88,2026-05-22
420694,978946,R53218169,1,255.03,2026-06-06
420697,978948,R57407890,1,86.0,2026-05-28
420698,978949,R55660227,1,52.81,2026-06-08
420709,978955,R52218232,1,69.55,2026-06-02
420714,978959,R53529841,1,255.0,2026-05-30
420724,978964,R51716175,1,340.0,2026-06-05
420726,978966,R51914040,1,39.93,2026-06-10
420731,978969,R58142465,1,103.02,2026-05-11
420733,978970,R59237628,1,159.72,2026-06-04
420746,978979,R59484044,1,394.25,2026-05-23
420747,978980,R53437489,1,57.96,2026-06-11
420755,978986,R59087366,1,139.0,2026-05-16
420756,978987,R55331793,1,28.98,2026-05-25
420758,978988,R57182239,1,120.0,2026-05-22
420791,979006,R54258775,1,209.0,2026-06-07
420793,979008,R51108558,1,199.64,2026-05-18
420808,979016,R58019051,1,206.08,2026-05-27
420813,979020,R56664110,1,69.55,2026-05-31
420814,979021,R51945102,1,0.0,2026-05-31
420826,979028,R55862517,1,53.0,2026-06-11
420834,979033,,1,179.43,2026-05-24
420837,979035,R52368273,1,278.2,2026-06-12
420846,979041,R55876338,1,334.88,2026-06-09
420860,979050,R52203376,1,106.0,2026-06-07
420861,979051,R59255539,1,209.0,2026-06-05
420864,979053,R53041960,1,105.62,2026-06-07
420890,979072,R52509397,1,85.01,2026-06-02
420907,979083,R54671046,1,43.8,2026-06-08
420914,979089,R55245159,1,656.88,2026-05-20
420930,979100,R59612985,1,278.2,2026-05-12
420933,979101,R57535193,1,1648.64,2026-06-04
420934,979102,R57676451,1,139.1,2026-05-24
420935,979103,,1,0.0,2026-06-10
420936,979104,R54179018,1,618.24,2026-05-21
420945,979111,R51527314,1,670.0,2026-05-29
420949,979115,R58904558,1,412.0,2026-06-13
420950,979116,R53935724,1,230.0,2026-06-11
420953,979117,R59379221,1,87.6,2026-06-07
420962,979124,,1,58.0,2026-06-07
420965,979127,R54693315,1,79.86,2026-06-01
420975,979133,R53869788,1,99.68,2026-06-04
420980,979135,R57156550,1,0.0,2026-06-07
420981,979136,R57676451,1,299.46,2026-06-05
420993,979144,R53233973,1,211.24,2026-06-08
421007,979152,R56735362,1,399.28,2026-05-20
421018,979159,R55006692,1,200.0,2026-06-11
421056,979183,R56573463,1,52.81,2026-05-21
421066,979192,R54714224,1,58.0,2026-06-13
421067,979193,R52304454,1,139.0,2026-05-25
421078,979202,R57714045,1,158.43,2026-06-04
421091,979210,R51238179,1,412.0,2026-04-30
421094,979213,R54517451,1,412.16,2026-05-30
421108,979220,R58101729,1,239.0,2026-05-23
421125,979229,R57504121,1,278.2,2026-05-20
421131,979233,R53163133,1,43.8,2026-05-21
421132,979234,R54373540,1,105.62,2026-06-11
421149,979244,R53150193,1,19.32,2026-06-11
421156,979249,,1,79.86,2026-06-12
421161,979254,R58496568,1,171.7,2026-05-29
421167,979257,R54717979,1,79.86,2026-06-08
421168,979258,R56653555,1,34.34,2026-06-13
421169,979259,R56358903,1,58.0,2026-06-09
421170,979260,R51213391,1,79.86,2026-05-13
421174,979263,R55997856,1,170.02,2026-05-28
421185,979270,R55384099,1,160.0,2026-06-02
421192,979274,R59744847,1,57.96,2026-06-06
421207,979282,R57651385,1,120.0,2026-05-19
421225,979293,R55476260,1,412.16,2026-06-10
421253,979311,R58996106,1,335.0,2026-05-24
421256,979312,R58557198,1,208.65,2026-06-09
421258,979313,R55540682,1,159.72,2026-05-30
421260,979314,R58643621,1,160.0,2026-05-14
421266,979318,R59995497,1,73.11,2026-06-08
421268,979320,R56307277,1,167.0,2026-06-06
421271,979322,R56029253,1,239.24,2026-06-13
421275,979324,R57990173,1,208.65,2026-06-07
421278,979326,R53094678,1,69.0,2026-06-02
421281,979327,,1,21.9,2026-06-07
421282,979328,R58577973,1,850.08,2026-06-06
421289,979331,R53933818,1,139.1,2026-05-21
421307,979346,R58349113,1,99.82,2026-06-04
421327,979357,R59153580,1,425.0,2026-06-12
421339,979365,R55967407,1,211.24,2026-05-11
421346,979368,R55553699,1,158.0,2026-05-28
421347,979369,,1,58.0,2026-06-07
421352,979372,R58521634,1,43.8,2026-05-24
421361,979378,,1,159.72,2026-05-29
421365,979380,R53786889,1,52.81,2026-06-03
421372,979385,R54469091,1,158.43,2026-06-04
421386,979392,R55031835,1,105.62,2026-06-13
421414,979410,,1,167.0,2026-06-06
421429,979418,,1,99.82,2026-05-14
421432,979421,R58693552,1,0.0,2026-06-03
421437,979425,R53096517,1,158.43,2026-05-27
421442,979428,R53988710,1,199.64,2026-06-07
421443,979429,R54890845,1,86.94,2026-06-03
421446,979432,R51678313,1,40.0,2026-05-29
421455,979438,R52019754,1,209.0,2026-06-09
421469,979447,R52020836,1,412.16,2026-06-12
421471,979448,R58011628,1,68.68,2026-06-08
421473,979450,R59162708,1,69.55,2026-05-25
421474,979451,R59396117,1,87.6,2026-05-17
421480,979454,R57900943,1,103.02,2026-06-13
421492,979463,R55904804,1,115.92,2026-06-08
421497,979467,,1,21.9,2026-05-20
421503,979470,R54028210,1,412.16,2026-06-03
421505,979472,R59688183,1,57.96,2026-06-06
421506,979473,R55315577,1,340.0,2026-06-08
421509,979476,R59499992,1,105.62,2026-05-07
421525,979486,R59951773,1,158.43,2026-05-24
421527,979488,,1,239.24,2026-05-15
421529,979490,R52619536,1,60.0,2026-06-07
421533,979493,R52347565,1,52.81,2026-06-13
421540,979497,R53755770,1,157.7,2026-06-12
421541,979498,R55107636,1,44.0,2026-05-17
421544,979501,R54239082,1,58.0,2026-06-06
421553,979508,R55472515,1,53.0,2026-05-07
421556,979509,R56916331,1,79.86,2026-06-03
421568,979515,R52119529,1,0.0,2026-05-26
421588,979531,R59735920,1,43.8,2026-05-17
421590,979532,R55981985,1,52.81,2026-06-06
421594,979534,R56365512,1,181.64,2026-06-03
421611,979546,R54337986,1,57.96,2026-06-02
421617,979551,R52917521,1,170.0,2026-05-20
421624,979558,R57474908,1,172.0,2026-06-03
421645,979573,R59579270,1,44.0,2026-06-12
421646,979574,R51567082,1,28.98,2026-06-08
421649,979577,R57544445,1,139.0,2026-06-10
421660,979584,R56614457,1,49.84,2026-05-17
421663,979585,R57205399,1,58.0,2026-06-04
421665,979586,R52630369,1,502.32,2026-06-02
421672,979591,R57779157,1,139.1,2026-05-31
421674,979592,R54694608,1,87.0,2026-06-09
421675,979593,R55746593,1,19.32,2026-05-20
421678,979596,R59189134,1,80.0,2026-06-13
421688,979603,R55622221,1,52.81,2026-05-10
421689,979604,R51916291,1,105.62,2026-06-03
421695,979608,,1,159.72,2026-06-07
421697,979609,R51277411,1,0.0,2026-05-28
421699,979610,R52758754,1,334.88,2026-06-01
421702,979612,R53499804,1,79.86,2026-05-29
421711,979619,R55932868,1,105.62,2026-04-26
421725,979626,R53024327,1,80.0,2026-06-05
421733,979631,R57459449,1,52.81,2026-06-06
421734,979632,R57071209,1,57.96,2026-06-01
421735,979633,R59780133,1,211.24,2026-05-28
421736,979634,R51912278,1,100.0,2026-05-16
421755,979647,R52280346,1,399.28,2026-06-01
421758,979650,R56336778,1,57.96,2026-05-20
421770,979656,,1,170.02,2026-06-03
421774,979658,R56761788,1,139.1,2026-05-30
421775,979659,R56422119,1,170.02,2026-05-20
421782,979664,R58919471,1,65.7,2026-06-08
421794,979672,R56934242,1,69.55,2026-05-28
421795,979673,R58090025,1,399.28,2026-05-06
421797,979674,R56613844,1,105.62,2026-05-28
421800,979675,R53982302,1,39.93,2026-06-05
421804,979677,R53172529,1,57.96,2026-06-11
421812,979682,R57258308,1,80.0,2026-06-10
421818,979685,R56697969,1,44.0,2026-06-10
421833,979695,R52441297,1,211.0,2026-06-08
421836,979697,R56818184,1,139.0,2026-06-01
421840,979699,R52317059,1,170.02,2026-06-03
421845,979702,R54252980,1,119.62,2026-06-12
421852,979705,R51499997,1,39.93,2026-05-28
421854,979706,R56241753,1,139.1,2026-05-22
421879,979722,R53960924,1,278.2,2026-06-02
421897,979734,R52033709,1,139.0,2026-06-11
421907,979740,R51305408,1,105.62,2026-06-08
421923,979752,R53274230,1,119.62,2026-05-10
